"Sample Name","Data File","Acquired","Location","Batch","Job Code","Sample ID","User","TWC_Substance01 Rt(min)","TWC_Substance01 AreaAbs","TWC_caffeine Rt(min)","TWC_caffeine AreaAbs","TWC_sulfadoxin Rt(min)","TWC_sulfadoxin AreaAbs","TWC_Substance02 Rt(min)","TWC_Substance02 AreaAbs","TWC_Substance03 Rt(min)","TWC_Substance03 AreaAbs","TWC_hydrodeamination product  Rt(min)","TWC_hydrodeamination product  AreaAbs","TWC_Substance04 Rt(min)","TWC_Substance04 AreaAbs","TWC_Substance05 Rt(min)","TWC_Substance05 AreaAbs","T2-EIC(+)[M+H]_hydrodeamination product  Rt(min)","T2-EIC(+)[M+H]_hydrodeamination product  AreaAbs","T1-EIC(+)[M+H]_caffeine Rt(min)","T1-EIC(+)[M+H]_caffeine AreaAbs","T3-EIC(+)[M+H]_sulfadoxin Rt(min)","T3-EIC(+)[M+H]_sulfadoxin AreaAbs","T3-EIC(+)[M+H]_Substance03 Rt(min)","T3-EIC(+)[M+H]_Substance03 AreaAbs","TWC_Substance06 Rt(min)","TWC_Substance06 AreaAbs","TWC_Substance07 Rt(min)","TWC_Substance07 AreaAbs","TWC_Substance08 Rt(min)","TWC_Substance08 AreaAbs","TWC_Substance09 Rt(min)","TWC_Substance09 AreaAbs","TWC_Substance10 Rt(min)","TWC_Substance10 AreaAbs","TWC_Substance11 Rt(min)","TWC_Substance11 AreaAbs","T2-EIC(+)[M+H]_hydrodeamination product Rt(min)","T2-EIC(+)[M+H]_hydrodeamination product AreaAbs","T2-EIC(+)[M+H]_Substance03 Rt(min)","T2-EIC(+)[M+H]_Substance03 AreaAbs","T3-EIC(+)[M+H]_caffeine Rt(min)","T3-EIC(+)[M+H]_caffeine AreaAbs","TWC_hydrodeamination product Rt(min)","TWC_hydrodeamination product AreaAbs","T3-EIC(+)[M+H]_Substance07 Rt(min)","T3-EIC(+)[M+H]_Substance07 AreaAbs","T3-EIC(+)[M+H]_Substance08 Rt(min)","T3-EIC(+)[M+H]_Substance08 AreaAbs","T2-EIC(+)[M+H]_Substance08 Rt(min)","T2-EIC(+)[M+H]_Substance08 AreaAbs","T3-EIC(+)[M+H]_Substance06 Rt(min)","T3-EIC(+)[M+H]_Substance06 AreaAbs","TWC_Substance12 Rt(min)","TWC_Substance12 AreaAbs","TWC_Substance13 Rt(min)","TWC_Substance13 AreaAbs","T2-EIC(+)[M+H]_Substance05 Rt(min)","T2-EIC(+)[M+H]_Substance05 AreaAbs","T2-EIC(+)[M+H]_Substance09 Rt(min)","T2-EIC(+)[M+H]_Substance09 AreaAbs","T3-EIC(+)[M+H]_Substance04 Rt(min)","T3-EIC(+)[M+H]_Substance04 AreaAbs","T2-EIC(+)[M+H]_Substance06 Rt(min)","T2-EIC(+)[M+H]_Substance06 AreaAbs","T3-EIC(+)[M+H]_Substance02 Rt(min)","T3-EIC(+)[M+H]_Substance02 AreaAbs","T2-EIC(+)[M+H]_Substance02 Rt(min)","T2-EIC(+)[M+H]_Substance02 AreaAbs","T2-EIC(+)[M+H]_Substance10 Rt(min)","T2-EIC(+)[M+H]_Substance10 AreaAbs","T3-EIC(+)[M+H]_Substance09 Rt(min)","T3-EIC(+)[M+H]_Substance09 AreaAbs","T2-EIC(+)[M+H]_Substance07 Rt(min)","T2-EIC(+)[M+H]_Substance07 AreaAbs"
"O5","O5.raw","1/10/2021 9:29:41 AM","79","","YS0500302","","Yuning",0.284,97317.03459,0.348,118880.49880,0.420,144159.08541,0.368,56855.02288,0.399,42047.00564,0,0,0.449,36157.20478,0.490,56225.73467,0,0,0.352,206325.51544,0.427,68870.09739,0,0,0.535,231167.70218,0.554,96562.18709,0.624,67711.83493,0.724,11659.86951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P5","P5.raw","1/10/2021 9:31:29 AM","80","","YS0500302","","Yuning",0.283,182107.32640,0.348,112177.58669,0.424,266875.19210,0.468,50801.16696,0.483,16597.29403,0,0,0.511,14024.75026,0.564,145905.81576,0,0,0.352,168010.36657,0.427,466869.03293,0,0,0.590,8704.12304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A6","A6.raw","1/10/2021 9:33:17 AM","81","","YS0500302","","Yuning",0.284,64981.91773,0.346,101134.73449,0.422,84575.97233,0.377,308529.10927,0.536,18871.95978,0,0,0.563,22818.57787,0.587,12646.95733,0,0,0.350,161602.24882,0.425,191156.21723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B6","B6.raw","1/10/2021 9:35:05 AM","82","","YS0500302","","Yuning",0.282,50439.75254,0.346,91774.96943,0.422,27875.25169,0.375,218941.50066,0.516,9809.19136,0,0,0.535,15084.30263,0.585,24290.97942,0,0,0.350,139437.01113,0.425,65153.79841,0,0,0.849,5630.54748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C6","C6.raw","1/10/2021 9:36:53 AM","83","","YS0500302","","Yuning",0.283,43094.09839,0.348,63306.16235,0.423,32158.80478,0.377,144455.88409,0.486,3682.96495,0,0,0.519,23826.55882,0.536,13233.37736,0,0,0.350,108190.54603,0.427,73015.28648,0,0,0.585,13513.16878,0.845,4695.46217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D6","D6.raw","1/10/2021 9:38:41 AM","84","","YS0500302","","Yuning",0.283,70812.29602,0.346,111889.63230,0.422,231304.74517,0.375,107285.78898,0.474,9586.84008,0,0,0.517,14323.16396,0.534,8014.41765,0,0,0.350,181160.34188,0.425,433965.62641,0,0,0.564,107429.73804,0.585,22951.11724,0.824,9213.19372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E6","E6.raw","1/10/2021 9:40:29 AM","85","","YS0500302","","Yuning",0.281,51285.06071,0.346,92884.72491,0,0,0.311,22577.87903,0.375,186771.28472,0,0,0.398,101003.14092,0.586,5839.40367,0,0,0.350,143595.10097,0,0,0,0,0.603,16931.79374,0.826,5918.01170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F6","F6.raw","1/10/2021 9:42:17 AM","86","","YS0500302","","Yuning",0.282,80065.14467,0.346,119782.10954,0.423,86170.84112,0.378,269272.25942,0.455,142392.97294,0,0,0.484,11180.74320,0.518,24806.38498,0,0,0.350,187891.02797,0.425,174650.74487,0,0,0.536,25653.68189,0.583,12270.13677,0.603,16070.24127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G6","G6.raw","1/10/2021 9:44:05 AM","87","","YS0500302","","Yuning",0.284,72794.58466,0.348,108789.15908,0.423,46765.80414,0.376,288819.33516,0.485,24480.15908,0,0,0.516,24914.35676,0.536,6929.00064,0,0,0.350,171642.94033,0.425,86079.77712,0,0,0.588,94271.38126,0.824,8301.05108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H6","H6.raw","1/10/2021 9:45:53 AM","88","","YS0500302","","Yuning",0.283,100133.59450,0.346,108345.41301,0.422,114291.66445,0.376,175906.10306,0.453,15880.45220,0,0,0.531,18416.22710,0.582,42901.66176,0,0,0.350,170244.86947,0.425,241223.61775,0,0,0.604,413732.85066,0.686,11329.15267,0.723,15852.06446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I6","I6.raw","1/10/2021 9:47:41 AM","89","","YS0500302","","Yuning",0.283,76999.72145,0.347,104915.39285,0.423,207082.80614,0.376,114012.08030,0.564,20782.81768,0.486,8568.51724,0.588,41825.60367,0.823,7596.93508,0.493,17007.02825,0.350,165689.08740,0.425,392854.38046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J6","J6.raw","1/10/2021 9:49:29 AM","90","","YS0500302","","Yuning",0.283,63704.37390,0.348,122101.92836,0.424,39369.09212,0.311,141292.68927,0.328,12815.73565,0,0,0.376,136090.54575,0.501,11590.45610,0,0,0.350,171258.49736,0.425,45500.84432,0,0,0.588,7520.69632,0.604,65452.24449,0.737,10199.99734,0.776,10975.60819,0.824,7105.23457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K6","K6.raw","1/10/2021 9:51:17 AM","91","","YS0500302","","Yuning",0.283,105772.87256,0.346,125388.53781,0,0,0.376,494124.12170,0.536,15244.13263,0,0,0.587,28890.96075,0,0,0,0,0.350,186138.51354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L6","L6.raw","1/10/2021 9:53:05 AM","92","","YS0500302","","Yuning",0.282,53621.54805,0.347,85112.34531,0,0,0.309,28531.31023,0.376,289632.88253,0,0,0.562,33017.40683,0.587,55618.48688,0,0,0.350,140113.98477,0,0,0,0,0.824,8180.40559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M6","M6.raw","1/10/2021 9:54:53 AM","93","","YS0500302","","Yuning",0.283,55702.17494,0.347,116578.55633,0,0,0.363,70277.20627,0.394,202963.07266,0,0,0.466,120396.91474,0.588,7981.50262,0,0,0.350,188876.68058,0,0,0,0,0.604,123034.28807,0.824,7898.98963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N6","N6.raw","1/10/2021 9:56:41 AM","94","","YS0500302","","Yuning",0.283,80077.97320,0.346,120389.04831,0.422,148647.25859,0.376,198156.03748,0.394,63267.33825,0,0,0.457,11051.35097,0.475,10213.90403,0,0,0.350,202803.17988,0.425,330119.98004,0,0,0.517,44848.66794,0.540,38597.99138,0.563,25775.18703,0.586,33712.64846,0.735,151669.25078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O6","O6.raw","1/10/2021 9:58:29 AM","95","","YS0500302","","Yuning",0.283,66544.22053,0.346,104827.05149,0.422,79224.92166,0.311,36434.81788,0.328,27488.43537,0,0,0.373,209521.62348,0.456,50735.68114,0,0,0.350,190818.11048,0.425,187955.99614,0,0,0.514,14863.47044,0.535,24658.54378,0.584,21690.84492,0.603,80747.67449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P6","P6.raw","1/10/2021 10:00:17 AM","96","","YS0500302","","Yuning",0.284,119084.28572,0.348,116825.08375,0.424,294317.63549,0.376,82026.06134,0.538,28968.92410,0,0,0.566,143893.82800,0.589,41211.23132,0,0,0.352,178593.27270,0.429,521431.55567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A7","A7.raw","1/10/2021 10:02:05 AM","97","","YS0500302","","Yuning",0.284,89390.66965,0.344,116915.14260,0.421,279219.33658,0.373,12872.11495,0.509,26624.29540,0.489,19071.44077,0.556,15580.07581,0.696,13005.23705,0.491,6581.47340,0.348,180818.12577,0.425,512713.57726,0,0,0.792,22334.01663,0.887,82234.67349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B7","B7.raw","1/10/2021 10:03:53 AM","98","","YS0500302","","Yuning",0.283,47730.72033,0.348,48700.05191,0.422,104179.56021,0.375,7458.17813,0.485,4894.21293,0,0,0.521,9685.16920,0.558,4573.51784,0,0,0.350,71275.63537,0.425,228100.19611,0,0,0.584,136484.92480,0.646,5943.98450,0.695,10363.31032,0.774,12228.42875,0.790,13539.40981,0.885,43551.65702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C7","C7.raw","1/10/2021 10:05:41 AM","99","","YS0500302","","Yuning",0.284,55893.67964,0.348,65360.02921,0.422,106162.43277,0.302,8158.83153,0.329,18909.29639,0,0,0.487,5105.43286,0.523,24862.00443,0,0,0.350,107190.31874,0.427,224107.83362,0,0,0.558,16606.40702,0.694,9669.71157,0.790,19521.92663,0.884,44373.66547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D7","D7.raw","1/10/2021 10:07:29 AM","100","","YS0500302","","Yuning",0.283,70623.82484,0.346,81562.22249,0.422,205369.19294,0.375,9028.61079,0.490,7149.67973,0,0,0.522,20485.79534,0.558,7666.53094,0,0,0.350,130110.51176,0.427,402218.60127,0,0,0.695,10672.25878,0.791,12455.01143,0.884,29124.43511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E7","E7.raw","1/10/2021 10:09:17 AM","101","","YS0500302","","Yuning",0.283,63898.93479,0.347,62547.11269,0.423,102140.56834,0.329,13941.90838,0.376,17221.27393,0,0,0.399,7016.07799,0.575,289688.04620,0,0,0.350,97952.93033,0.427,228522.31526,0,0,0.604,7027.01114,0.696,6202.49255,0.885,6894.71280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F7","F7.raw","1/10/2021 10:11:05 AM","102","","YS0500302","","Yuning",0.283,87644.56761,0.346,100031.39383,0.422,242062.81707,0.375,6021.50630,0.489,11073.71863,0,0,0.508,12500.41635,0.523,14467.24923,0,0,0.350,152680.01147,0.427,456233.12013,0,0,0.556,10534.79770,0.694,7127.64633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G7","G7.raw","1/10/2021 10:12:53 AM","103","","YS0500302","","Yuning",0.283,82171.04888,0.347,93718.70810,0.422,240898.68195,0.488,14647.63835,0.524,10153.97735,0,0,0.558,15697.52310,0.694,12532.76608,0,0,0.350,148504.65377,0.427,447165.59739,0,0,0.792,11787.78696,0.884,350569.31773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H7","H7.raw","1/10/2021 10:14:41 AM","104","","YS0500302","","Yuning",0.284,97550.34310,0.346,99935.34176,0.422,202605.08732,0.486,22856.01169,0.554,6952.98583,0,0,0.695,177680.24593,0.879,11491.72704,0,0,0.350,129455.52919,0.427,366893.43819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I7","I7.raw","1/10/2021 10:16:29 AM","105","","YS0500302","","Yuning",0.283,81607.30591,0.347,121526.62506,0.422,151387.33377,0.530,117221.60297,0.695,28676.48957,0.489,49679.30759,0.790,40697.20693,0.883,370783.01285,0.493,273745.32175,0.350,185614.60054,0.427,249407.19550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J7","J7.raw","1/10/2021 10:18:17 AM","106","","YS0500302","","Yuning",0.282,109045.59397,0.348,144174.45554,0.423,180999.35901,0.328,50002.79222,0.544,21243.36828,0.487,30096.51473,0.695,116365.03298,0,0,0.493,26260.77461,0.350,155567.55296,0.427,265969.79054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K7","K7.raw","1/10/2021 10:20:05 AM","107","","YS0500302","","Yuning",0.285,94461.91502,0.348,89059.89448,0.424,231464.09670,0.491,9366.23506,0.510,10010.00576,0,0,0.526,11981.36044,0.652,5141.54827,0,0,0.352,136016.11493,0.427,443542.93047,0,0,0.696,8175.95106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L7","L7.raw","1/10/2021 10:21:53 AM","108","","YS0500302","","Yuning",0.283,87193.48997,0.347,107169.64897,0.422,254213.35011,0.376,30692.31445,0.484,8036.86755,0,0,0.538,13432.18111,0.553,17550.60820,0,0,0.350,175641.11639,0.425,468383.99168,0,0,0.586,181849.47684,0.652,30274.35409,0.689,7929.11715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M7","M7.raw","1/10/2021 10:23:41 AM","109","","YS0500302","","Yuning",0.283,84726.88375,0.347,134440.19424,0.423,134928.84925,0.328,35273.84356,0.536,26113.53075,0.475,89395.88545,0.556,181346.76061,0.694,35753.81686,0.493,4529.09813,0.350,197715.80277,0.425,253917.51918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N7","N7.raw","1/10/2021 10:25:29 AM","110","","YS0500302","","Yuning",0.283,91091.63383,0.348,112160.51713,0.423,311636.93975,0.396,55499.30773,0.541,39944.35021,0,0,0.558,12956.51885,0.734,139520.99695,0,0,0.350,186783.73420,0.427,544649.60349,0,0,0.883,11981.17576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O7","O7.raw","1/10/2021 10:27:17 AM","111","","YS0500302","","Yuning",0.284,104131.96865,0.347,136983.42067,0.423,154481.42996,0.329,166624.00043,0.373,11344.26068,0,0,0.524,52601.94154,0.557,67055.55461,0,0,0.350,188220.56123,0.427,305152.17129,0,0,0.693,251175.88995,0.883,21423.28593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P7","P7.raw","1/10/2021 10:29:05 AM","112","","YS0500302","","Yuning",0.286,192208.37918,0.349,135198.10421,0.424,406639.53598,0.486,14998.45758,0.561,17869.59158,0,0,0.695,10591.61235,0.791,25018.36970,0,0,0.352,190389.92560,0.427,667112.69428,0,0,0.885,92518.20397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A8","A8.raw","1/10/2021 10:30:53 AM","113","","YS0500302","","Yuning",0.283,35331.41573,0.349,29976.92527,0.423,54002.51975,0.439,12434.40116,0.484,3955.96281,0,0,0.521,4527.15905,0.557,9675.43368,0,0,0.352,32025.11856,0.427,121295.62153,0,0,0.693,6862.79092,0.789,15968.73907,0.884,56377.26691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B8","B8.raw","1/10/2021 10:32:40 AM","114","","YS0500302","","Yuning",0.282,49106.73895,0.346,65641.62169,0.423,7783.86810,0.468,144949.65852,0.507,30986.06798,0,0,0.521,10612.27951,0.546,13082.05458,0,0,0.352,80529.63980,0.427,14744.32577,0,0,0.644,16978.97172,0.673,62234.78596,0.751,4604.20605,0.887,7349.19418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C8","C8.raw","1/10/2021 10:34:28 AM","115","","YS0500302","","Yuning",0.284,48633.74217,0.348,47952.22104,0.423,48929.46659,0.367,21536.69159,0.397,6460.82848,0,0,0.468,7197.24773,0.485,6476.48249,0,0,0.352,86059.03173,0.427,92345.15835,0,0,0.531,51075.38999,0.556,25095.58758,0.635,4094.31186,0.671,6382.03428,0.692,11769.93072,0.789,13666.83431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884,39872.93902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D8","D8.raw","1/10/2021 10:36:16 AM","116","","YS0500302","","Yuning",0.283,49544.24647,0.348,59288.65759,0.424,115723.79784,0.371,11063.34631,0.468,10644.49364,0,0,0.483,5987.19410,0.520,19867.80666,0,0,0.350,93392.59109,0.427,218489.24623,0,0,0.558,45274.90014,0.693,10935.08237,0.789,6395.60370,0.884,14472.89384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E8","E8.raw","1/10/2021 10:38:04 AM","117","","YS0500302","","Yuning",0.284,67806.44508,0.349,76203.37789,0.425,38112.45946,0.376,46271.69582,0.399,19057.32945,0,0,0.448,8197.46180,0.487,8972.26403,0,0,0.352,142135.83488,0.427,89323.81655,0,0,0.534,50489.61480,0.572,202671.26920,0.603,149546.60684,0.626,14136.76208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F8","F8.raw","1/10/2021 10:39:52 AM","118","","YS0500302","","Yuning",0.284,57026.79374,0.347,56913.54324,0.422,39079.81348,0.467,72358.55945,0.485,20393.35114,0,0,0.531,26895.22463,0.556,9371.81666,0,0,0.352,88593.21235,0.427,69028.51641,0,0,0.634,16988.43169,0.691,3883.18175,0.848,5549.08508,0.883,5233.14443,0.920,3431.90198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G8","G8.raw","1/10/2021 10:41:40 AM","119","","YS0500302","","Yuning",0.282,62578.71428,0.349,71463.27563,0.424,87713.46330,0.468,63791.25611,0.515,45891.60221,0,0,0.533,35211.33518,0.557,19588.03226,0,0,0.352,113737.92000,0.427,147884.53551,0,0,0.635,13046.50880,0.693,11968.46024,0.790,15335.03895,0.884,303194.14819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H8","H8.raw","1/10/2021 10:43:28 AM","120","","YS0500302","","Yuning",0,0,0.353,382925.27225,0.419,21513.55864,0,0,0,0,0,0,0,0,0,0,0,0,0.350,130272.55964,0.427,16064.26466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I8","I8.raw","1/10/2021 10:45:16 AM","121","","YS0500302","","Yuning",0.282,70010.92800,0.346,110877.71188,0.423,120182.27213,0.466,89196.09769,0.515,30239.18535,0.489,16126.29448,0.557,20987.95804,0.692,17943.25687,0.493,87625.40577,0.350,162206.65816,0.425,227353.30839,0,0,0.788,62872.88672,0.882,144878.04009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J8","J8.raw","1/10/2021 10:47:04 AM","122","","YS0500302","","Yuning",0.283,89705.97616,0.349,94478.84875,0.423,123678.82866,0.372,14054.30553,0.397,23972.33539,0,0,0.483,7931.03246,0.505,15642.72677,0,0,0.352,135724.52477,0.427,82991.82875,0,0,0.533,107722.83522,0.636,9074.92228,0.694,125387.84958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K8","K8.raw","1/10/2021 10:48:52 AM","123","","YS0500302","","Yuning",0.282,98593.53688,0.347,110737.83896,0.421,198300.33594,0.398,12359.92170,0.466,8828.73207,0,0,0.486,60378.96116,0.504,21223.57573,0,0,0.350,184375.29366,0.425,245851.30385,0,0,0.531,60457.51891,0.550,17709.05381,0.634,30867.78846,0.693,10879.18027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L8","L8.raw","1/10/2021 10:50:40 AM","124","","YS0500302","","Yuning",0.283,75863.06852,0.348,76976.61125,0.424,110292.90063,0.373,31516.72422,0.440,25336.22149,0,0,0.468,19822.22771,0.524,6908.09553,0,0,0.352,117670.84014,0.427,251882.97025,0,0,0.538,5789.04147,0.565,29217.68269,0.586,68010.65418,0.672,55607.76400,0.689,36772.73711,0.820,10568.63808,0,0,0,0,0,0,0,0,0,0,0.589,14976.35867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M8","M8.raw","1/10/2021 10:52:28 AM","125","","YS0500302","","Yuning",0.284,66424.90706,0.348,99687.57976,0.424,13892.56124,0.368,13565.76660,0.398,32692.00036,0,0,0.449,36135.90082,0.476,9404.64819,0,0,0.352,160240.42507,0.427,32519.45804,0,0,0.490,44959.87292,0.534,89427.02442,0.555,26258.21696,0.573,49295.90007,0.669,6670.86425,0.693,27441.78355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790,10494.47793,0.883,18147.72745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
