"Sample Name","Data File","Acquired","Location","Batch","Job Code","Sample ID","User","TWC_Substance01 Rt(min)","TWC_Substance01 AreaAbs","TWC_caffeine Rt(min)","TWC_caffeine AreaAbs","TWC_sulfadoxin Rt(min)","TWC_sulfadoxin AreaAbs","TWC_Substance02 Rt(min)","TWC_Substance02 AreaAbs","TWC_Substance03 Rt(min)","TWC_Substance03 AreaAbs","TWC_hydrodeamination product  Rt(min)","TWC_hydrodeamination product  AreaAbs","TWC_Substance04 Rt(min)","TWC_Substance04 AreaAbs","TWC_Substance05 Rt(min)","TWC_Substance05 AreaAbs","T2-EIC(+)[M+H]_hydrodeamination product  Rt(min)","T2-EIC(+)[M+H]_hydrodeamination product  AreaAbs","T1-EIC(+)[M+H]_caffeine Rt(min)","T1-EIC(+)[M+H]_caffeine AreaAbs","T3-EIC(+)[M+H]_sulfadoxin Rt(min)","T3-EIC(+)[M+H]_sulfadoxin AreaAbs","T3-EIC(+)[M+H]_Substance03 Rt(min)","T3-EIC(+)[M+H]_Substance03 AreaAbs","TWC_Substance06 Rt(min)","TWC_Substance06 AreaAbs","TWC_Substance07 Rt(min)","TWC_Substance07 AreaAbs","TWC_Substance08 Rt(min)","TWC_Substance08 AreaAbs","TWC_Substance09 Rt(min)","TWC_Substance09 AreaAbs","TWC_Substance10 Rt(min)","TWC_Substance10 AreaAbs","TWC_Substance11 Rt(min)","TWC_Substance11 AreaAbs","T2-EIC(+)[M+H]_hydrodeamination product Rt(min)","T2-EIC(+)[M+H]_hydrodeamination product AreaAbs","T2-EIC(+)[M+H]_Substance03 Rt(min)","T2-EIC(+)[M+H]_Substance03 AreaAbs","T3-EIC(+)[M+H]_caffeine Rt(min)","T3-EIC(+)[M+H]_caffeine AreaAbs","TWC_hydrodeamination product Rt(min)","TWC_hydrodeamination product AreaAbs","T3-EIC(+)[M+H]_Substance07 Rt(min)","T3-EIC(+)[M+H]_Substance07 AreaAbs","T3-EIC(+)[M+H]_Substance08 Rt(min)","T3-EIC(+)[M+H]_Substance08 AreaAbs","T2-EIC(+)[M+H]_Substance08 Rt(min)","T2-EIC(+)[M+H]_Substance08 AreaAbs","T3-EIC(+)[M+H]_Substance06 Rt(min)","T3-EIC(+)[M+H]_Substance06 AreaAbs","TWC_Substance12 Rt(min)","TWC_Substance12 AreaAbs","TWC_Substance13 Rt(min)","TWC_Substance13 AreaAbs","T2-EIC(+)[M+H]_Substance05 Rt(min)","T2-EIC(+)[M+H]_Substance05 AreaAbs","T2-EIC(+)[M+H]_Substance09 Rt(min)","T2-EIC(+)[M+H]_Substance09 AreaAbs","T3-EIC(+)[M+H]_Substance04 Rt(min)","T3-EIC(+)[M+H]_Substance04 AreaAbs","T2-EIC(+)[M+H]_Substance06 Rt(min)","T2-EIC(+)[M+H]_Substance06 AreaAbs","T3-EIC(+)[M+H]_Substance02 Rt(min)","T3-EIC(+)[M+H]_Substance02 AreaAbs","T2-EIC(+)[M+H]_Substance02 Rt(min)","T2-EIC(+)[M+H]_Substance02 AreaAbs","T2-EIC(+)[M+H]_Substance10 Rt(min)","T2-EIC(+)[M+H]_Substance10 AreaAbs","T3-EIC(+)[M+H]_Substance09 Rt(min)","T3-EIC(+)[M+H]_Substance09 AreaAbs","T2-EIC(+)[M+H]_Substance07 Rt(min)","T2-EIC(+)[M+H]_Substance07 AreaAbs"
"O2","O2.raw","1/10/2021 8:03:18 AM","31","","YS0500302","","Yuning",0.283,103893.97864,0.347,123680.37222,0.418,216788.91979,0.366,97069.39393,0.397,41180.34452,0,0,0.487,35988.42558,0.537,298011.78626,0,0,0.350,212030.24817,0.427,60652.33061,0,0,0.603,11313.99274,0.623,56988.66869,0.781,14381.36367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2","P2.raw","1/10/2021 8:05:06 AM","32","","YS0500302","","Yuning",0.286,233272.30287,0.349,177606.08387,0.425,385698.82673,0.398,26022.45104,0.471,78359.84806,0,0,0.485,31722.36434,0.513,26307.33229,0,0,0.352,235587.07181,0.429,594222.77638,0,0,0.546,23204.27078,0.568,205921.61131,0.738,41110.20827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A3","A3.raw","1/10/2021 8:06:54 AM","33","","YS0500302","","Yuning",0.282,80856.38263,0.346,121744.63593,0.422,106722.97968,0.377,425191.73115,0.542,9349.18062,0,0,0.564,38869.18592,0.588,16994.74078,0,0,0.350,204875.38436,0.427,226479.58103,0,0,0.735,16458.49837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B3","B3.raw","1/10/2021 8:08:42 AM","34","","YS0500302","","Yuning",0.284,73472.34071,0.347,104052.53305,0.423,76907.37522,0.375,241405.11548,0.400,13601.47567,0,0,0.513,9624.14699,0.522,6794.44229,0,0,0.350,168236.41208,0.425,172517.74228,0,0,0.541,20119.84219,0.564,51214.95514,0.587,25650.16371,0.655,12383.41906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C3","C3.raw","1/10/2021 8:10:30 AM","35","","YS0500302","","Yuning",0.282,65295.63333,0.346,133748.26577,0.423,91664.94467,0.376,289725.48935,0.394,52705.18781,0,0,0.486,8362.49887,0.519,60054.72433,0,0,0.350,225228.10361,0.425,183102.75468,0,0,0.540,12176.67880,0.585,31811.60051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D3","D3.raw","1/10/2021 8:12:18 AM","36","","YS0500302","","Yuning",0.284,85034.34977,0.347,133395.58992,0.423,278878.73039,0.377,126899.67307,0.518,15510.62244,0,0,0.565,126055.58171,0.587,19589.01634,0,0,0.350,204898.27813,0.425,536022.80414,0,0,0.736,39742.23933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E3","E3.raw","1/10/2021 8:14:06 AM","37","","YS0500302","","Yuning",0.282,59085.24418,0.347,125294.97590,0.423,9596.00194,0.310,25931.51933,0.375,285158.11332,0,0,0.396,131758.70824,0.487,113429.94241,0,0,0.350,196215.06184,0.425,30601.45037,0,0,0.603,23107.82582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F3","F3.raw","1/10/2021 8:15:54 AM","38","","YS0500302","","Yuning",0.283,95248.00551,0.346,140356.69616,0.423,107568.89908,0.378,365965.80072,0.455,162470.99005,0,0,0.484,22649.13146,0.518,30130.87847,0,0,0.350,217444.95744,0.427,212926.79339,0,0,0.540,14341.48545,0.585,14335.44334,0.603,20474.16282,0.736,15561.41582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3","G3.raw","1/10/2021 8:17:42 AM","39","","YS0500302","","Yuning",0.284,95397.70209,0.347,152909.44318,0.424,80104.92734,0.376,401813.94494,0.486,27979.32928,0,0,0.514,25224.99409,0.540,24014.88595,0,0,0.350,221560.61329,0.425,154887.52426,0,0,0.585,79236.45004,0.736,105607.62661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H3","H3.raw","1/10/2021 8:19:30 AM","40","","YS0500302","","Yuning",0.282,137078.97274,0.347,130481.22245,0.423,104174.20364,0.376,221567.89570,0.485,13081.67015,0,0,0.541,77133.62291,0.582,33176.29527,0,0,0.352,184695.83481,0.427,225144.05824,0,0,0.603,376531.58568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I3","I3.raw","1/10/2021 8:21:17 AM","41","","YS0500302","","Yuning",0.283,83872.58442,0.348,153817.09498,0.424,221470.16243,0.377,194447.39463,0.565,31724.54691,0.477,15381.30781,0.587,18704.39980,0.735,69974.89392,0.493,9815.20590,0.352,241931.84222,0.427,422448.71372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J3","J3.raw","1/10/2021 8:23:05 AM","42","","YS0500302","","Yuning",0.283,82897.25463,0.347,170582.68861,0.423,32068.28931,0.310,126775.67755,0.376,297231.02015,0,0,0.542,80343.40283,0.587,44143.17843,0,0,0.350,199269.83579,0.425,43349.56635,0,0,0.603,92977.98079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K3","K3.raw","1/10/2021 8:24:53 AM","43","","YS0500302","","Yuning",0.284,119309.15377,0.347,124505.65546,0.423,27225.18809,0.377,475980.33951,0.485,8658.59667,0,0,0.544,22320.20579,0.587,30054.71628,0,0,0.350,191798.54827,0.425,70646.13712,0,0,0.736,11898.26463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L3","L3.raw","1/10/2021 8:26:41 AM","44","","YS0500302","","Yuning",0.283,77318.59677,0.346,132051.19669,0.422,38653.16939,0.376,464985.25259,0.474,17155.32191,0,0,0.519,17725.52261,0.564,17598.82600,0,0,0.350,212346.66883,0.425,95653.16952,0,0,0.588,61936.08752,0.655,12644.28299,0.735,15663.17261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589,6732.91344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M3","M3.raw","1/10/2021 8:28:29 AM","45","","YS0500302","","Yuning",0.284,61142.36651,0.347,122394.19644,0,0,0.360,29756.47984,0.375,49818.45115,0,0,0.393,73746.45984,0.410,32843.11343,0,0,0.350,209849.27519,0,0,0,0,0.466,125402.60402,0.492,105293.37928,0.540,24104.05849,0.560,9238.45370,0.604,147490.01282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N3","N3.raw","1/10/2021 8:30:17 AM","46","","YS0500302","","Yuning",0.283,89101.11411,0.346,133312.81211,0.422,144236.38265,0.375,256051.64092,0.393,51735.82634,0,0,0.456,13990.96394,0.518,49650.11727,0,0,0.350,230277.52203,0.425,311226.10202,0,0,0.541,34514.41968,0.564,24925.11834,0.586,30067.71672,0.735,243982.58397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O3","O3.raw","1/10/2021 8:32:05 AM","47","","YS0500302","","Yuning",0.285,80900.71953,0.346,126280.37535,0.422,55107.55590,0.311,67554.14867,0.328,10814.47232,0,0,0.376,309171.02046,0.393,45496.32989,0,0,0.350,229661.25360,0.425,140612.54094,0,0,0.456,71461.59168,0.516,21249.14599,0.541,39478.42967,0.586,25258.22971,0.603,99117.76997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P3","P3.raw","1/10/2021 8:33:53 AM","48","","YS0500302","","Yuning",0.285,154601.56382,0.348,113326.97131,0.424,276049.65859,0.376,66750.92991,0.486,10196.86801,0,0,0.542,14502.09734,0.565,115482.51049,0,0,0.352,180483.65581,0.427,490977.93345,0,0,0.588,29633.43051,0.737,28129.51919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A4","A4.raw","1/10/2021 8:35:41 AM","49","","YS0500302","","Yuning",0.283,85020.36585,0.348,131710.98463,0.423,303519.41483,0.374,11346.32892,0.491,22792.96973,0,0,0.509,38482.64778,0.554,22503.33151,0,0,0.350,190076.79999,0.427,541613.84164,0,0,0.590,21559.34985,0.824,10936.24081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B4","B4.raw","1/10/2021 8:37:29 AM","50","","YS0500302","","Yuning",0.284,71026.93042,0.348,110398.10479,0.422,284218.95225,0.374,6967.16030,0.484,10536.86940,0,0,0.511,5942.03018,0.534,21399.55300,0,0,0.350,167742.67314,0.425,537078.68000,0,0,0.582,10648.25614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C4","C4.raw","1/10/2021 8:39:17 AM","51","","YS0500302","","Yuning",0.282,74582.21677,0.347,129891.47550,0.423,209491.93467,0.301,36826.23824,0.328,52715.26086,0,0,0.474,5874.82804,0.489,9899.30304,0,0,0.350,201299.35217,0.425,402856.61038,0,0,0.537,24768.71059,0.825,6000.37563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D4","D4.raw","1/10/2021 8:41:05 AM","52","","YS0500302","","Yuning",0.283,90490.49382,0.348,130345.88540,0.423,346506.31787,0.376,17829.25711,0.488,7972.41801,0,0,0.589,13405.52180,0.825,8431.81400,0,0,0.352,202632.20915,0.427,588714.20683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E4","E4.raw","1/10/2021 8:42:53 AM","53","","YS0500302","","Yuning",0.281,98152.65546,0.346,133150.22056,0.422,237686.62118,0.331,20779.62949,0.376,17621.01665,0,0,0.397,25746.97490,0.483,9462.41866,0,0,0.350,182975.67078,0.425,477231.54828,0,0,0.529,9930.16438,0.590,19709.24663,0.823,9692.70628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F4","F4.raw","1/10/2021 8:44:41 AM","54","","YS0500302","","Yuning",0.286,107257.40660,0.349,127127.46743,0.424,345916.85740,0.377,8436.59801,0.491,14805.48400,0,0,0.509,13824.65953,0.555,7846.36782,0,0,0.352,186006.74189,0.427,632047.48859,0,0,0.591,14081.35367,0.825,10168.20353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4","G4.raw","1/10/2021 8:46:29 AM","55","","YS0500302","","Yuning",0.283,101803.66891,0.348,141507.91847,0.423,353992.91725,0.590,31090.81724,0.824,8302.57016,0.490,31203.65856,0,0,0,0,0.493,9743.03828,0.352,210307.22226,0.427,580642.84529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H4","H4.raw","1/10/2021 8:48:17 AM","56","","YS0500302","","Yuning",0.283,132680.41903,0.346,131679.57038,0.422,324583.63951,0.472,10546.55722,0.489,23463.92283,0,0,0.541,11175.55255,0.554,10182.19317,0,0,0.350,185910.33095,0.425,552976.68203,0,0,0.683,32922.25419,0.722,30255.54839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I4","I4.raw","1/10/2021 8:50:05 AM","57","","YS0500302","","Yuning",0.284,83631.63463,0.348,138247.60274,0.423,119102.53390,0.399,15352.96267,0.531,242220.26820,0.491,53814.20495,0.563,27831.73674,0.589,40835.63719,0.493,276373.98406,0.350,215463.69456,0.425,211239.77289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J4","J4.raw","1/10/2021 8:51:53 AM","58","","YS0500302","","Yuning",0.283,107019.40379,0.347,175076.79563,0.423,196598.91033,0.328,80043.76144,0.551,25158.85636,0.475,35219.99697,0.823,10930.71514,0,0,0.493,18607.28603,0.350,195271.09147,0.425,316676.45804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K4","K4.raw","1/10/2021 8:53:41 AM","59","","YS0500302","","Yuning",0.283,133534.59812,0.348,142809.47185,0.422,368517.16102,0.374,7867.23321,0.489,14495.81430,0,0,0.507,18934.30461,0.554,12951.07573,0,0,0.350,215685.88203,0.425,647119.73061,0,0,0.824,10894.91682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L4","L4.raw","1/10/2021 8:55:29 AM","60","","YS0500302","","Yuning",0.286,92322.87656,0.347,135091.88842,0.423,259765.22316,0.330,11865.45886,0.374,10112.98914,0.489,10583.91502,0.513,13513.04503,0.554,9615.76073,0.496,4253.68784,0.352,206328.26154,0.427,467380.16860,0,0,0.587,99549.63639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M4","M4.raw","1/10/2021 8:57:17 AM","61","","YS0500302","","Yuning",0.284,85707.17909,0.348,143481.41681,0.425,47417.09482,0.329,31196.17705,0.374,28898.69456,0,0,0.476,24218.56440,0.538,4634.89340,0,0,0.352,205911.86659,0.427,81042.28226,0.377,19952.11800,0.591,7870.53942,0.824,9873.42890,0.856,6310.61467,0.899,4606.29423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N4","N4.raw","1/10/2021 8:59:05 AM","62","","YS0500302","","Yuning",0.283,117292.25566,0.347,132546.91705,0.423,405286.27403,0.375,11365.94460,0.394,38699.95609,0,0,0.515,21128.27619,0.542,61736.55168,0,0,0.350,209017.25337,0.425,694779.61915,0,0,0.734,313695.80719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O4","O4.raw","1/10/2021 9:00:53 AM","63","","YS0500302","","Yuning",0.284,119921.34384,0.348,160004.66449,0.424,259409.40237,0.330,109065.02554,0.474,12172.55014,0.493,8819.16226,0.538,9073.56223,0.722,21244.42814,0.496,3418.75924,0.352,197371.97870,0.427,453519.78477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P4","P4.raw","1/10/2021 9:02:41 AM","64","","YS0500302","","Yuning",0.284,131724.08371,0.347,200183.44699,0.423,605158.31301,0.538,11700.37385,0.590,15084.26213,0,0,0.823,12030.96170,0,0,0,0,0.352,269517.09719,0.427,893315.79369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A5","A5.raw","1/10/2021 9:04:29 AM","65","","YS0500302","","Yuning",0.283,68780.19816,0.348,142212.47501,0.423,424484.06736,0.440,108443.45724,0.483,17639.72902,0,0,0.536,23378.00903,0,0,0,0,0.350,216710.00517,0.425,671974.18712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B5","B5.raw","1/10/2021 9:06:17 AM","66","","YS0500302","","Yuning",0.283,58488.00006,0.346,101255.60619,0.423,58454.73406,0.467,172087.02597,0.508,41766.59272,0,0,0.536,11725.42563,0.557,9510.97899,0,0,0.350,140755.82489,0.425,84952.68229,0,0,0.852,4901.01566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C5","C5.raw","1/10/2021 9:08:05 AM","67","","YS0500302","","Yuning",0.283,66986.25666,0.347,118633.70497,0.422,205949.21517,0.365,47818.64495,0.397,11091.40957,0,0,0.469,10271.95301,0.485,16781.42216,0,0,0.350,189110.62734,0.425,261205.22920,0,0,0.512,8129.86182,0.535,72071.85431,0.559,11221.20959,0.584,6653.76407,0.635,9281.14248,0.862,6306.80799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D5","D5.raw","1/10/2021 9:09:53 AM","68","","YS0500302","","Yuning",0.283,73292.16125,0.349,162456.81497,0.425,378663.40092,0.468,70660.83266,0.485,12759.27937,0,0,0.514,8510.24897,0.536,22599.04104,0,0,0.352,238914.76860,0.427,597798.81610,0,0,0.561,46169.14743,0.824,10253.77635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E5","E5.raw","1/10/2021 9:11:41 AM","69","","YS0500302","","Yuning",0.282,78091.65373,0.347,128479.50993,0.422,48749.70445,0.372,53697.65525,0.397,48961.17660,0,0,0.446,6224.91312,0.470,6230.97681,0,0,0.350,191003.77019,0.425,116122.19766,0,0,0.487,40470.17911,0.533,69998.53146,0.559,7958.13173,0.608,58222.28564,0.824,8628.96808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F5","F5.raw","1/10/2021 9:13:29 AM","70","","YS0500302","","Yuning",0.283,84707.79090,0.347,129523.47620,0.421,113845.20643,0.373,11188.54634,0.466,175266.67016,0,0,0.485,47333.13122,0.512,27358.36924,0,0,0.350,191735.23133,0.425,180968.67373,0,0,0.534,73463.99438,0.636,42606.82254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5","G5.raw","1/10/2021 9:15:17 AM","71","","YS0500302","","Yuning",0.284,83865.48393,0.348,139401.84767,0.421,136616.38252,0.398,20946.30270,0.467,112371.73526,0,0,0.485,20122.65082,0.513,59348.75852,0,0,0.350,187537.62943,0.427,128742.94357,0,0,0.534,111075.34150,0.559,9454.14211,0.591,37838.38671,0.636,27297.53834,0.823,10338.58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H5","H5.raw","1/10/2021 9:17:05 AM","72","","YS0500302","","Yuning",0,0,0.352,263615.87624,0.419,114669.73489,0,0,0,0,0,0,0,0,0,0,0,0,0.350,175746.97149,0.427,39338.77164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I5","I5.raw","1/10/2021 9:18:53 AM","73","","YS0500302","","Yuning",0.283,79001.40008,0.347,128213.39674,0.423,44304.82103,0.466,162884.15603,0.514,39200.26383,0.489,34321.15413,0.529,23724.22238,0.560,13444.96832,0.493,211673.63711,0.350,178768.50208,0.425,82349.52853,0,0,0.590,17003.64903,0.826,5675.29535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466,4867.60390,0,0,0,0,0,0,0,0
"J5","J5.raw","1/10/2021 9:20:41 AM","74","","YS0500302","","Yuning",0.283,95615.14360,0.347,153445.44725,0.419,89248.30698,0.369,40182.16208,0.397,59841.16186,0.486,12218.49320,0.447,59132.60902,0.534,233106.70645,0.493,4096.02786,0.350,197985.58239,0.425,54489.45899,0,0,0.623,16182.21111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K5","K5.raw","1/10/2021 9:22:29 AM","75","","YS0500302","","Yuning",0.284,82172.72269,0.348,90519.76112,0.423,163218.68245,0.398,9984.43664,0.486,40954.25353,0,0,0.504,22341.28719,0.534,38630.13549,0,0,0.352,128739.80428,0.427,229128.24416,0,0,0.552,11976.58765,0.636,17406.03510,0.825,6137.40997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L5","L5.raw","1/10/2021 9:24:17 AM","76","","YS0500302","","Yuning",0.283,66376.66799,0.347,120474.95199,0.424,202499.20037,0.375,17673.94067,0.489,22628.82008,0,0,0.508,24149.32484,0.534,37344.08161,0,0,0.352,194282.07511,0.427,262512.70673,0,0,0.557,10034.19062,0.588,54462.36537,0.636,13179.24658,0.681,7202.73971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M5","M5.raw","1/10/2021 9:26:05 AM","77","","YS0500302","","Yuning",0.285,71120.65815,0.347,147775.85874,0.425,10866.88425,0.397,46821.40106,0.447,53883.39144,0,0,0.489,40705.17354,0.513,13002.05974,0,0,0.350,218461.57340,0.427,16543.38368,0,0,0.533,76335.42558,0.573,36465.07381,0.622,5620.24697,0.823,10035.64151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N5","N5.raw","1/10/2021 9:27:53 AM","78","","YS0500302","","Yuning",0.283,86312.88967,0.346,140865.62018,0.422,156635.66979,0.395,43830.94938,0.467,222750.42519,0,0,0.483,32451.58392,0.514,28170.06764,0,0,0.350,201691.59863,0.425,335278.98577,0,0,0.539,107684.89978,0.735,133397.29238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
