"Sample Name","Data File","Acquired","Location","Batch","Job Code","Sample ID","User","TWC_Substance01 Rt(min)","TWC_Substance01 AreaAbs","TWC_Substance02 Rt(min)","TWC_Substance02 AreaAbs","TWC_caffeine Rt(min)","TWC_caffeine AreaAbs","TWC_Substance03 Rt(min)","TWC_Substance03 AreaAbs","TWC_sulfadoxin Rt(min)","TWC_sulfadoxin AreaAbs","TWC_Substance04 Rt(min)","TWC_Substance04 AreaAbs","TWC_Substance05 Rt(min)","TWC_Substance05 AreaAbs","T1-EIC(+)[M+H]_caffeine Rt(min)","T1-EIC(+)[M+H]_caffeine AreaAbs","T3-EIC(+)[M+H]_sulfadoxin Rt(min)","T3-EIC(+)[M+H]_sulfadoxin AreaAbs","TWC_Substance06 Rt(min)","TWC_Substance06 AreaAbs","T3-EIC(+)[M+H]_Substance03 Rt(min)","T3-EIC(+)[M+H]_Substance03 AreaAbs","TWC_hydrodeamination product  Rt(min)","TWC_hydrodeamination product  AreaAbs","T2-EIC(+)[M+H]_hydrodeamination product  Rt(min)","T2-EIC(+)[M+H]_hydrodeamination product  AreaAbs","TWC_Substance07 Rt(min)","TWC_Substance07 AreaAbs","TWC_Substance08 Rt(min)","TWC_Substance08 AreaAbs","TWC_Substance09 Rt(min)","TWC_Substance09 AreaAbs","T2-EIC(+)[M+H]_Substance05 Rt(min)","T2-EIC(+)[M+H]_Substance05 AreaAbs","T2-EIC(+)[M+H]_Substance06 Rt(min)","T2-EIC(+)[M+H]_Substance06 AreaAbs","T3-EIC(+)[M+H]_Substance04 Rt(min)","T3-EIC(+)[M+H]_Substance04 AreaAbs","TWC_hydrodeamination product Rt(min)","TWC_hydrodeamination product AreaAbs","T2-EIC(+)[M+H]_hydrodeamination product Rt(min)","T2-EIC(+)[M+H]_hydrodeamination product AreaAbs","T2-EIC(+)[M+H]_Substance08 Rt(min)","T2-EIC(+)[M+H]_Substance08 AreaAbs","TWC_Substance10 Rt(min)","TWC_Substance10 AreaAbs","T3-EIC(+)[M+H]_Substance05 Rt(min)","T3-EIC(+)[M+H]_Substance05 AreaAbs","TWC_Substance11 Rt(min)","TWC_Substance11 AreaAbs","T2-EIC(+)[M+H]_Substance10 Rt(min)","T2-EIC(+)[M+H]_Substance10 AreaAbs","T2-EIC(+)[M+H]_Substance09 Rt(min)","T2-EIC(+)[M+H]_Substance09 AreaAbs","T3-EIC(+)[M+H]_Substance06 Rt(min)","T3-EIC(+)[M+H]_Substance06 AreaAbs","T2-EIC(+)[M+H]_Substance07 Rt(min)","T2-EIC(+)[M+H]_Substance07 AreaAbs","T2-EIC(+)[M+H]_Substance02 Rt(min)","T2-EIC(+)[M+H]_Substance02 AreaAbs"
"P2","P2.raw","1/10/2021 8:18:12 PM","32","","YS0500303","","Yuning",0.283,142870.05632,0.329,286279.98928,0.347,204208.18550,0.375,13814.84067,0.423,60626.15347,0.395,30388.79720,0.485,11191.04864,0.350,186687.11401,0.425,118227.23481,0.543,56746.83594,0.377,17552.20788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A3","A3.raw","1/10/2021 8:20:00 PM","33","","YS0500303","","Yuning",0.282,114051.78826,0.328,8802.45521,0.346,156455.17880,0.371,81260.27510,0.423,345817.94396,0.488,33475.66296,0.517,16658.27404,0.350,212792.06806,0.425,473704.60027,0.542,18770.34756,0,0,0,0,0,0,0.554,22822.10577,0.735,36486.70355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B3","B3.raw","1/10/2021 8:21:48 PM","34","","YS0500303","","Yuning",0.283,104557.36285,0.376,14594.46306,0.348,157562.71941,0.441,39000.74846,0.424,288742.29114,0.488,20829.71855,0.517,107672.46631,0.352,226881.01889,0.427,468228.02937,0.604,33880.50553,0,0,0,0,0,0,0.656,15766.57335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670,3355.02792,0,0
"C3","C3.raw","1/10/2021 8:23:36 PM","35","","YS0500303","","Yuning",0.284,109571.10800,0.329,144134.19938,0.346,159326.30374,0.368,23465.59296,0.422,279509.31144,0.396,58225.46629,0.541,16652.55355,0.350,203440.72211,0.425,495471.41854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D3","D3.raw","1/10/2021 8:25:25 PM","36","","YS0500303","","Yuning",0.283,48635.11473,0.377,6833.25109,0.347,44760.98486,0.488,3176.85012,0.423,97461.61136,0.519,3266.57428,0.543,6623.04090,0.350,61476.00525,0.425,201585.78685,0.602,5159.45498,0,0,0,0,0,0,0.846,3820.23454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E3","E3.raw","1/10/2021 8:27:13 PM","37","","YS0500303","","Yuning",0.282,103831.74029,0.375,20580.23753,0.348,174389.56720,0.397,558344.66853,0,0,0.453,14841.28104,0.489,42229.43952,0.350,173696.34623,0,0,0.530,9961.71914,0,0,0,0,0,0,0.602,44211.48009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F3","F3.raw","1/10/2021 8:29:01 PM","38","","YS0500303","","Yuning",0.283,96713.25029,0.369,21688.70178,0.346,89824.36247,0.488,17283.88352,0.423,211260.97997,0.517,14692.53347,0.541,17426.27713,0.350,134610.84220,0.425,350032.34828,0.554,15230.97845,0,0,0,0,0,0,0.602,5897.15746,0.735,8943.91334,0.913,5894.94935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3","G3.raw","1/10/2021 8:30:49 PM","39","","YS0500303","","Yuning",0.284,138073.32547,0.370,118853.30061,0.348,168047.98123,0.487,15299.54763,0.423,395841.93404,0.516,13561.62241,0.556,13803.81841,0.350,209316.11330,0.425,559594.48232,0.736,131679.63653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H3","H3.raw","1/10/2021 8:32:37 PM","40","","YS0500303","","Yuning",0.283,160491.10117,0.328,33272.11362,0.346,116136.83002,0.368,229989.16285,0.422,172643.61869,0.472,12923.35323,0.515,12996.61835,0.350,157505.14203,0.425,317678.97710,0.542,80089.98816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J3","J3.raw","1/10/2021 8:36:13 PM","42","","YS0500303","","Yuning",0.283,74634.56181,0.328,50278.99191,0.347,83051.65041,0.368,136440.69655,0.423,47419.82547,0.513,7054.24161,0.544,37608.05263,0.350,100345.68622,0.425,54408.85410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K3","K3.raw","1/10/2021 8:38:01 PM","43","","YS0500303","","Yuning",0.282,139847.22364,0.396,5311.47245,0.347,78317.71611,0.488,12470.88443,0.423,210453.37279,0.543,9049.36886,0.554,11743.32290,0.350,115915.82927,0.425,383030.87534,0.735,15961.90800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L3","L3.raw","1/10/2021 8:39:49 PM","44","","YS0500303","","Yuning",0.283,105194.00681,0.375,13248.56336,0.347,126567.29999,0.485,53489.11279,0.422,148587.08306,0.518,48879.77479,0.556,39441.83044,0.350,177745.85789,0.425,269126.80053,0.588,48136.97970,0,0,0,0,0,0,0.657,16844.60992,0.863,12059.11038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589,16743.05885,0,0,0,0
"M3","M3.raw","1/10/2021 8:41:37 PM","45","","YS0500303","","Yuning",0.283,102497.92138,0.367,58906.09159,0.346,135676.18919,0.412,103010.87323,0,0,0.468,183966.36009,0.491,38134.39605,0.350,175334.32376,0,0,0.542,56068.41074,0,0,0,0,0,0,0.558,20128.80300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N3","N3.raw","1/10/2021 8:43:25 PM","46","","YS0500303","","Yuning",0.283,144885.93557,0.378,12647.06605,0.346,138567.23900,0.518,24460.67900,0.423,407704.12063,0.543,42026.59985,0.602,13153.84866,0.350,191306.15689,0.427,698984.85461,0.735,438769.73040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O3","O3.raw","1/10/2021 8:45:14 PM","47","","YS0500303","","Yuning",0.284,126038.29818,0.329,191693.46868,0.347,120991.27409,0.369,190912.07096,0.423,81334.23917,0.543,65801.07182,0,0,0.350,175274.02986,0.425,174114.13802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P3","P3.raw","1/10/2021 8:47:02 PM","48","","YS0500303","","Yuning",0.283,210264.20537,0.396,14559.62891,0.346,123811.86060,0.484,7574.31307,0.422,268295.44614,0.540,56863.91222,0,0,0.350,167707.83054,0.425,482423.69047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A4","A4.raw","1/10/2021 8:48:50 PM","49","","YS0500303","","Yuning",0.283,195727.03003,0.328,16444.86883,0.347,185331.16267,0.379,196072.04356,0.423,263021.53184,0.474,11264.95653,0.485,20420.74010,0.352,216409.24436,0.427,395927.81341,0.508,15154.17365,0,0,0,0,0,0,0.556,12739.17817,0.592,58632.10894,0.612,19023.77841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B4","B4.raw","1/10/2021 8:50:39 PM","50","","YS0500303","","Yuning",0.283,101760.89210,0.379,116461.45904,0.347,142801.26079,0.473,12190.22984,0.423,203799.61844,0.497,94833.49482,0.559,34357.92333,0.350,194412.76203,0.425,330372.00273,0.585,12523.92943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C4","C4.raw","1/10/2021 8:52:27 PM","51","","YS0500303","","Yuning",0.283,89748.36194,0.301,23210.50937,0.347,159234.28802,0.328,274540.96267,0.423,27991.05259,0.372,16481.60668,0.485,8703.79104,0.350,187234.89621,0.425,59996.86142,0.537,26041.26614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377,22606.19182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D4","D4.raw","1/10/2021 8:54:15 PM","52","","YS0500303","","Yuning",0.283,100591.64082,0.328,15255.17707,0.347,125059.18233,0.379,22846.09436,0.423,258798.20485,0.474,7316.00981,0.507,8874.86781,0.350,182621.26697,0.427,459849.44424,0.539,14329.03462,0,0,0,0,0,0,0.590,18118.00862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E4","E4.raw","1/10/2021 8:56:03 PM","53","","YS0500303","","Yuning",0.282,115121.91805,0.331,53423.24355,0.345,166958.65433,0.375,15761.03877,0.422,126190.30674,0.397,56555.91084,0.486,9004.84716,0.350,177982.99497,0.425,238293.39898,0.510,19120.41053,0,0,0,0,0,0,0.591,44244.45618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514,17321.73005,0,0,0,0
"F4","F4.raw","1/10/2021 8:57:51 PM","54","","YS0500303","","Yuning",0.282,91829.77578,0.328,15696.55720,0.346,97137.86721,0.379,65062.47204,0.422,139233.19764,0.486,7965.91290,0.506,8002.82592,0.350,125932.42087,0.425,264493.91448,0.541,11085.40014,0,0,0,0,0,0,0.554,9327.82514,0.590,9046.26716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4","G4.raw","1/10/2021 8:59:39 PM","55","","YS0500303","","Yuning",0.282,88505.14914,0.380,53054.84824,0.346,89775.15230,0.473,10747.35287,0.423,160632.00639,0.489,15484.80606,0.544,14869.38350,0.350,122350.14893,0.425,322743.88027,0.591,24552.97582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H4","H4.raw","1/10/2021 9:01:27 PM","56","","YS0500303","","Yuning",0.283,146823.16716,0.379,57002.16377,0.346,121278.58106,0.491,44327.06475,0.423,126174.12277,0.535,5882.64333,0.554,7746.34164,0.350,126799.40338,0.425,250648.41483,0.684,16296.66886,0,0,0,0,0,0,0.723,25377.57856,0,0,0,0,0,0,0.666,4110.35491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I4","I4.raw","1/10/2021 9:03:15 PM","57","","YS0500303","","Yuning",0.282,68174.97932,0.395,10194.74941,0.348,87235.44940,0.427,4549.60035,0,0,0.543,15553.05945,0.563,5246.81359,0.350,83809.52572,0,0,0.591,13382.48650,0,0,0.490,44378.19755,0.493,243564.91069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J4","J4.raw","1/10/2021 9:05:03 PM","58","","YS0500303","","Yuning",0.283,71549.44758,0.328,41390.33595,0.347,129443.50687,0.378,10014.59548,0.422,105453.92777,0.547,23457.32612,0.823,9049.00475,0.350,134158.55037,0.425,164982.25205,0,0,0,0,0.483,25760.17239,0.493,19937.10123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K4","K4.raw","1/10/2021 9:06:51 PM","59","","YS0500303","","Yuning",0.283,86348.02400,0.379,41906.09088,0.347,48953.75444,0.486,6627.57721,0.422,80807.18508,0.507,5364.48898,0.531,4055.37305,0.350,68459.93111,0.425,164076.81138,0.556,7596.40029,0,0,0,0,0,0,0.589,7323.88359,0.827,4278.80038,0.899,5172.94308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L4","L4.raw","1/10/2021 9:08:39 PM","60","","YS0500303","","Yuning",0.283,54510.35272,0.329,4853.04543,0.347,62799.98980,0.379,25902.26510,0.423,62938.65226,0.486,7372.19342,0.512,14815.09466,0.350,89908.85918,0.425,116216.66890,0.555,11594.59737,0,0,0,0,0,0,0.589,34716.80789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512,8911.86047,0,0,0,0,0,0,0,0,0,0,0,0
"M4","M4.raw","1/10/2021 9:10:27 PM","61","","YS0500303","","Yuning",0.283,73594.09856,0.329,9713.43759,0.348,86684.58470,0.372,20255.50419,0.425,15067.03665,0.477,11455.31414,0.590,7517.41333,0.350,104356.58465,0.425,18447.72923,0.824,3462.43967,0.375,12072.86220,0,0,0,0,0.857,4702.60232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N4","N4.raw","1/10/2021 9:12:15 PM","62","","YS0500303","","Yuning",0.284,100748.99194,0.328,16785.16530,0.346,105046.54959,0.379,12886.05682,0.422,228089.54715,0.395,8717.48107,0.486,8839.29779,0.350,141416.86365,0.425,378995.53045,0.543,43928.95130,0,0,0,0,0,0,0.590,13666.50989,0.735,83752.58065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O4","O4.raw","1/10/2021 9:14:03 PM","63","","YS0500303","","Yuning",0.283,98842.74266,0.329,141044.88274,0.346,153606.19822,0.376,38379.04586,0.423,32140.48157,0.472,6643.82697,0.540,11296.11218,0.350,114162.96607,0.425,56489.53572,0.722,9879.93347,0.377,14065.00027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P4","P4.raw","1/10/2021 9:15:51 PM","64","","YS0500303","","Yuning",0.284,128990.54558,0.329,15112.95173,0.349,189612.62306,0.540,32803.48983,0.424,272380.48003,0.567,7211.98319,0.591,15051.74897,0.352,162983.43418,0.427,456371.74372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A5","A5.raw","1/10/2021 9:17:39 PM","65","","YS0500303","","Yuning",0.283,76178.40939,0.300,14816.23863,0.346,376491.29795,0.329,240987.06016,0,0,0.373,31391.43037,0.539,33053.89011,0.350,192048.33664,0,0,0.591,16885.99793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377,29094.22927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B5","B5.raw","1/10/2021 9:19:27 PM","66","","YS0500303","","Yuning",0.283,77353.94329,0.328,298196.56548,0.346,217181.23288,0.373,31588.44960,0.426,10319.15641,0.485,8453.85535,0.536,27852.02396,0.350,179847.12990,0.427,6998.98782,0,0,0.377,27963.97024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C5","C5.raw","1/10/2021 9:21:15 PM","67","","YS0500303","","Yuning",0.284,66550.62681,0.303,34525.09448,0.348,194321.28989,0.329,195750.89543,0,0,0.375,19598.80448,0.426,7340.44720,0.350,180028.21232,0,0,0.486,7899.22551,0,0,0,0,0,0,0.539,28668.57793,0,0,0,0,0,0,0,0,0.377,29341.81651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D5","D5.raw","1/10/2021 9:23:03 PM","68","","YS0500303","","Yuning",0.282,55186.82740,0.302,28932.55539,0.347,161350.48453,0.330,229580.23984,0,0,0.373,13177.54747,0.400,12109.93938,0.350,174215.35680,0,0,0.486,7611.94382,0,0,0,0,0,0,0.538,32234.71225,0.560,7420.44149,0,0,0,0,0,0,0.377,22990.64568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E5","E5.raw","1/10/2021 9:24:51 PM","69","","YS0500303","","Yuning",0.281,74235.14064,0.311,8213.47369,0.348,196906.99653,0.329,120786.71211,0.426,31919.51087,0.528,39587.05340,0.590,11938.49915,0.350,143785.93257,0.425,7375.72322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F5","F5.raw","1/10/2021 9:26:39 PM","70","","YS0500303","","Yuning",0.283,86177.01663,0.301,10569.48595,0.347,193655.95692,0.329,215881.87890,0,0,0.373,13281.51842,0.401,10692.62377,0.352,149158.26681,0,0,0.486,6845.27609,0,0,0,0,0,0,0.540,18202.37058,0.590,11225.86131,0,0,0,0,0,0,0.379,13205.70369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5","G5.raw","1/10/2021 9:28:27 PM","71","","YS0500303","","Yuning",0.282,105444.83063,0.300,12865.05674,0.347,271725.60222,0.328,247015.00933,0,0,0.373,17461.61546,0.484,14488.54588,0.350,163167.32481,0,0,0.539,37359.66855,0,0,0,0,0,0,0.590,35632.67581,0,0,0,0,0,0,0,0,0.377,21514.97108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H5","H5.raw","1/10/2021 9:30:15 PM","72","","YS0500303","","Yuning",0.283,103663.07743,0.328,64894.87569,0.347,133719.57597,0.388,22989.32866,0,0,0.485,6917.75008,0.556,7612.70794,0.350,81168.43698,0,0,0.655,6288.22548,0,0,0,0,0,0,0.724,11075.46940,0.862,4136.54512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I5","I5.raw","1/10/2021 9:32:03 PM","73","","YS0500303","","Yuning",0.282,34103.98778,0.300,9977.37258,0.348,48004.11681,0.381,22358.98852,0,0,0.426,6832.63030,0.491,6324.39409,0.350,44531.55544,0,0,0.537,4083.80066,0,0,0,0,0,0,0.561,4434.68404,0.590,6457.13047,0.666,5378.47294,0,0,0,0,0,0,0,0,0,0,0,0,0.824,3641.58425,0,0,0.858,4004.32241,0,0,0.664,3424.59255,0,0,0,0,0,0
"J5","J5.raw","1/10/2021 9:33:51 PM","74","","YS0500303","","Yuning",0.283,58446.42573,0.329,29131.83129,0.347,117268.21008,0.377,10691.55760,0,0,0.425,11009.16502,0.486,4532.92182,0.350,67848.20771,0,0,0.560,6623.83902,0,0,0,0,0,0,0.824,3563.67800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K5","K5.raw","1/10/2021 9:35:39 PM","75","","YS0500303","","Yuning",0.282,67468.17862,0.328,75744.82370,0.346,74830.83159,0.373,5279.30628,0,0,0.485,4813.58079,0.538,6386.39497,0.350,59641.00826,0,0,0.559,3776.41126,0.377,5317.24578,0,0,0,0,0.856,4927.79704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L5","L5.raw","1/10/2021 9:37:27 PM","76","","YS0500303","","Yuning",0.283,68496.52901,0.329,78806.35069,0.348,162123.39279,0.373,4964.21130,0,0,0.428,11540.64966,0.484,7033.59752,0.350,110471.80259,0,0,0.511,11022.51905,0.377,6043.05590,0,0,0,0,0.524,7675.44855,0.538,7993.74036,0.558,3882.03646,0,0,0,0,0,0,0,0,0,0,0,0,0.584,5338.89800,0,0,0.866,7443.32023,0,0,0,0,0,0,0,0,0,0
"M5","M5.raw","1/10/2021 9:39:15 PM","77","","YS0500303","","Yuning",0.283,67314.16623,0.329,29313.22825,0.348,164996.94091,0.489,5749.09084,0,0,0.527,8159.10355,0.707,7762.44045,0.350,120858.32925,0,0,0.863,4497.46277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N5","N5.raw","1/10/2021 9:41:03 PM","78","","YS0500303","","Yuning",0.283,101911.70909,0.329,312767.88798,0.347,212794.12301,0.394,166641.06554,0,0,0.434,14526.97812,0.485,11183.57221,0.350,172281.68277,0,0,0.542,54499.91078,0,0,0,0,0,0,0.589,12787.75199,0.735,33880.19448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O5","O5.raw","1/10/2021 9:42:51 PM","79","","YS0500303","","Yuning",0.283,102046.92298,0.329,199503.19541,0.347,169721.65915,0.374,15168.68683,0,0,0.425,5841.90296,0.485,7886.97044,0.350,124251.08993,0,0,0.538,15457.86427,0.377,16666.70927,0,0,0,0,0.723,6670.26589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P5","P5.raw","1/10/2021 9:44:39 PM","80","","YS0500303","","Yuning",0.283,68180.44778,0.328,95860.94950,0.346,91979.75292,0.374,3717.24900,0.422,53902.72229,0.537,18621.94669,0.722,5635.71985,0.350,97689.60364,0.425,109754.39726,0.860,4224.08525,0,0,0,0,0,0,0.897,5604.52683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A6","A6.raw","1/10/2021 9:46:27 PM","81","","YS0500303","","Yuning",0.283,203601.55821,0.371,67115.22074,0.346,163845.56790,0.487,35753.48310,0.423,382170.63432,0.515,17080.80165,0.555,32467.31309,0.350,213626.26099,0.425,593654.39741,0.591,21927.93068,0,0,0,0,0,0,0.612,26881.60375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B6","B6.raw","1/10/2021 9:48:15 PM","82","","YS0500303","","Yuning",0.283,90580.66924,0.375,16747.09011,0.346,136884.25084,0.488,28387.10161,0.422,292358.21019,0.516,28405.63686,0.538,15929.79574,0.350,192521.85330,0.425,527971.86977,0.585,16757.14724,0,0,0,0,0,0,0.602,28307.50609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C6","C6.raw","1/10/2021 9:50:03 PM","83","","YS0500303","","Yuning",0.283,94462.65909,0.329,113036.44880,0.346,143605.84180,0.538,40617.84432,0.422,255923.11204,0,0,0,0,0.350,178943.89730,0.427,505583.86882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D6","D6.raw","1/10/2021 9:51:51 PM","84","","YS0500303","","Yuning",0.282,102242.41883,0.377,35811.35761,0.347,132812.72682,0.538,26174.73358,0.422,376586.23701,0.601,26034.46550,0,0,0.350,189170.35076,0.427,656308.14504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E6","E6.raw","1/10/2021 9:53:39 PM","85","","YS0500303","","Yuning",0.283,90088.18753,0.375,20738.49110,0.349,121171.90058,0.399,468839.33157,0,0,0.454,8487.84940,0.531,7970.92012,0.350,157338.65652,0,0,0.604,44945.51996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F6","F6.raw","1/10/2021 9:55:27 PM","86","","YS0500303","","Yuning",0.284,112324.31713,0.371,16409.50268,0.348,120929.01784,0.487,8252.12660,0.423,279274.12392,0.520,7606.82075,0.539,9160.27181,0.350,169044.72065,0.427,494467.65751,0.556,19685.68569,0,0,0,0,0,0,0.594,21845.50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G6","G6.raw","1/10/2021 9:57:15 PM","87","","YS0500303","","Yuning",0.282,80389.52167,0.368,18613.35140,0.346,83772.59990,0.488,6669.72045,0.422,204628.87404,0.592,17452.85450,0,0,0.350,113757.12099,0.425,401597.39313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H6","H6.raw","1/10/2021 9:59:03 PM","88","","YS0500303","","Yuning",0.283,71969.97967,0.329,3571.88716,0.347,42083.51004,0.369,60803.82916,0.423,66881.32093,0.472,5318.46749,0.488,3198.97304,0.350,61139.74184,0.427,142091.47852,0.519,5033.83236,0,0,0,0,0,0,0.556,5891.26930,0.685,6785.82438,0.723,7769.77299,0,0,0,0,0,0,0,0,0,0,0,0,0.865,6668.61714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
