"Sample Name","Data File","Acquired","Location","Batch","Job Code","Sample ID","User","TWC_Substance01 Rt(min)","TWC_Substance01 AreaAbs","TWC_Substance02 Rt(min)","TWC_Substance02 AreaAbs","TWC_caffeine Rt(min)","TWC_caffeine AreaAbs","TWC_Substance03 Rt(min)","TWC_Substance03 AreaAbs","TWC_sulfadoxin Rt(min)","TWC_sulfadoxin AreaAbs","TWC_Substance04 Rt(min)","TWC_Substance04 AreaAbs","TWC_Substance05 Rt(min)","TWC_Substance05 AreaAbs","T1-EIC(+)[M+H]_caffeine Rt(min)","T1-EIC(+)[M+H]_caffeine AreaAbs","T3-EIC(+)[M+H]_sulfadoxin Rt(min)","T3-EIC(+)[M+H]_sulfadoxin AreaAbs","TWC_Substance06 Rt(min)","TWC_Substance06 AreaAbs","T3-EIC(+)[M+H]_Substance03 Rt(min)","T3-EIC(+)[M+H]_Substance03 AreaAbs","TWC_hydrodeamination product  Rt(min)","TWC_hydrodeamination product  AreaAbs","T2-EIC(+)[M+H]_hydrodeamination product  Rt(min)","T2-EIC(+)[M+H]_hydrodeamination product  AreaAbs","TWC_Substance07 Rt(min)","TWC_Substance07 AreaAbs","TWC_Substance08 Rt(min)","TWC_Substance08 AreaAbs","TWC_Substance09 Rt(min)","TWC_Substance09 AreaAbs","T2-EIC(+)[M+H]_Substance05 Rt(min)","T2-EIC(+)[M+H]_Substance05 AreaAbs","T2-EIC(+)[M+H]_Substance06 Rt(min)","T2-EIC(+)[M+H]_Substance06 AreaAbs","T3-EIC(+)[M+H]_Substance04 Rt(min)","T3-EIC(+)[M+H]_Substance04 AreaAbs","TWC_hydrodeamination product Rt(min)","TWC_hydrodeamination product AreaAbs","T2-EIC(+)[M+H]_hydrodeamination product Rt(min)","T2-EIC(+)[M+H]_hydrodeamination product AreaAbs","T2-EIC(+)[M+H]_Substance08 Rt(min)","T2-EIC(+)[M+H]_Substance08 AreaAbs","TWC_Substance10 Rt(min)","TWC_Substance10 AreaAbs","T3-EIC(+)[M+H]_Substance05 Rt(min)","T3-EIC(+)[M+H]_Substance05 AreaAbs","TWC_Substance11 Rt(min)","TWC_Substance11 AreaAbs","T2-EIC(+)[M+H]_Substance10 Rt(min)","T2-EIC(+)[M+H]_Substance10 AreaAbs","T2-EIC(+)[M+H]_Substance09 Rt(min)","T2-EIC(+)[M+H]_Substance09 AreaAbs","T3-EIC(+)[M+H]_Substance06 Rt(min)","T3-EIC(+)[M+H]_Substance06 AreaAbs","T2-EIC(+)[M+H]_Substance07 Rt(min)","T2-EIC(+)[M+H]_Substance07 AreaAbs","T2-EIC(+)[M+H]_Substance02 Rt(min)","T2-EIC(+)[M+H]_Substance02 AreaAbs"
"I6","I6.raw","1/10/2021 10:00:51 PM","89","","YS0500303","","Yuning",0.282,78996.48513,0.401,5373.82800,0.347,110756.54945,0.530,23644.92987,0.421,222411.32415,0.566,8980.25701,0.591,18765.02676,0.350,157034.34354,0.425,322416.19529,0,0,0,0,0.490,43252.11370,0.493,258221.14640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J6","J6.raw","1/10/2021 10:02:39 PM","90","","YS0500303","","Yuning",0.284,52291.92426,0.330,12174.44825,0.348,50689.14600,0.369,47732.87011,0.425,30039.30727,0.554,8573.16475,0.675,3260.34409,0.350,48084.37989,0.425,42941.52570,0.824,4828.30848,0,0,0.491,3554.34289,0.493,6474.72363,0,0,0,0,0,0,0.664,3479.04949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K6","K6.raw","1/10/2021 10:04:27 PM","91","","YS0500303","","Yuning",0.283,151427.27628,0.487,13117.28081,0.348,64039.75895,0.510,4719.99753,0.423,155034.29505,0.561,5185.17278,0.592,9245.07084,0.350,89265.84400,0.425,302511.34946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L6","L6.raw","1/10/2021 10:06:15 PM","92","","YS0500303","","Yuning",0.284,91956.95760,0.374,21669.13119,0.347,104920.20935,0.487,15985.40549,0.423,125498.47616,0.518,31961.52798,0.558,55455.59791,0.352,149560.17265,0.427,223451.97524,0.589,35019.15497,0,0,0,0,0,0,0.656,7848.42537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670,3604.94697,0,0
"M6","M6.raw","1/10/2021 10:08:03 PM","93","","YS0500303","","Yuning",0.284,74252.10841,0.367,17229.23861,0.348,92991.20975,0.411,45988.67033,0,0,0.466,132683.58451,0.497,11705.36003,0.350,125107.10299,0,0,0.516,9745.80285,0,0,0,0,0,0,0.590,7615.87230,0.738,4421.59507,0.825,5066.59384,0,0,0,0,0,0,0,0,0,0,0,0,0.892,4272.76842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N6","N6.raw","1/10/2021 10:09:51 PM","94","","YS0500303","","Yuning",0.284,125798.36434,0.378,9899.07853,0.347,131747.11894,0.488,9247.08454,0.423,370680.82784,0.519,9579.53768,0.543,38993.30766,0.350,212098.23890,0.427,621072.49555,0.593,24373.44331,0,0,0,0,0,0,0.735,151145.15632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O6","O6.raw","1/10/2021 10:11:39 PM","95","","YS0500303","","Yuning",0.283,131232.13765,0.329,143081.44680,0.346,129638.84232,0.369,108347.63523,0.422,150943.43932,0.472,10111.25750,0.541,22724.35184,0.350,179869.62247,0.425,309114.46124,0.722,14546.47350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P6","P6.raw","1/10/2021 10:13:26 PM","96","","YS0500303","","Yuning",0.285,88433.05507,0.542,41893.90473,0.349,106046.59624,0.593,5737.04049,0.426,204931.75874,0.902,5476.42305,0,0,0.352,150991.55754,0.429,414465.97887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A7","A7.raw","1/10/2021 10:15:14 PM","97","","YS0500303","","Yuning",0.284,102209.32343,0.379,110080.52662,0.347,103050.65674,0.486,10786.55678,0.423,170345.98006,0.508,11677.22781,0.557,19024.51711,0.350,141522.87748,0.425,322302.81728,0.696,15676.56639,0,0,0,0,0,0,0.791,8191.65317,0.884,131040.62039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B7","B7.raw","1/10/2021 10:17:01 PM","98","","YS0500303","","Yuning",0.282,68285.12007,0.377,59362.64003,0.347,93838.49178,0.468,26783.23237,0.422,118980.78180,0.517,69572.55250,0.541,14531.19588,0.350,146988.74837,0.425,238308.22349,0.555,19921.10627,0,0,0.484,7139.68246,0.493,4458.33344,0.644,62628.35802,0.693,18099.62798,0.790,16979.08631,0,0,0,0,0,0,0,0,0,0,0,0,0.884,75452.61236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C7","C7.raw","1/10/2021 10:18:49 PM","99","","YS0500303","","Yuning",0.283,80660.01969,0.302,16457.32880,0.346,141446.93020,0.329,233474.81355,0.423,27191.04820,0.374,15194.09259,0.524,19933.50703,0.350,170131.94876,0.425,63335.09666,0.560,53247.41682,0,0,0,0,0,0,0.696,19471.70242,0.885,64082.70859,0,0,0,0,0,0,0.377,21755.48294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D7","D7.raw","1/10/2021 10:20:37 PM","100","","YS0500303","","Yuning",0.283,98243.84736,0.329,17401.33546,0.346,127357.22720,0.376,29903.72035,0.423,241797.06816,0.473,7735.24469,0.505,16476.07736,0.350,193763.94886,0.427,448244.33265,0.523,16951.31382,0,0,0,0,0,0,0.559,20643.03144,0.696,8448.85959,0.884,34470.44086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E7","E7.raw","1/10/2021 10:22:25 PM","101","","YS0500303","","Yuning",0.283,125759.75602,0.330,83823.98265,0.347,179385.99332,0.375,18691.94323,0.424,118761.73836,0.577,693558.95847,0,0,0.352,184300.78240,0.427,223751.10634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F7","F7.raw","1/10/2021 10:24:13 PM","102","","YS0500303","","Yuning",0.284,102065.05016,0.329,27893.42385,0.347,124438.62339,0.380,86365.60236,0.423,162826.51759,0.506,11377.89012,0.524,17444.36727,0.352,152053.73536,0.427,315889.93984,0.555,7490.10452,0,0,0,0,0,0,0.696,62573.42910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G7","G7.raw","1/10/2021 10:26:01 PM","103","","YS0500303","","Yuning",0.284,119497.60865,0.379,68365.41172,0.347,127633.68128,0.525,20184.93615,0.423,303890.74263,0.559,59134.17684,0.884,541086.99703,0.350,194838.74968,0.427,517596.16519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H7","H7.raw","1/10/2021 10:27:49 PM","104","","YS0500303","","Yuning",0.285,185908.79061,0.380,86492.35457,0.344,252776.22108,0.487,12378.42921,0.423,135387.21593,0.696,431448.68128,0,0,0.350,157996.49420,0.425,229200.43786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I7","I7.raw","1/10/2021 10:29:37 PM","105","","YS0500303","","Yuning",0.283,83666.61279,0.397,11343.56355,0.348,106645.68178,0.519,9145.09230,0,0,0.544,23963.14470,0.696,17145.70988,0.350,104400.24915,0,0,0.791,8799.11314,0,0,0.490,57266.50729,0.496,391242.04007,0.883,178276.65848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J7","J7.raw","1/10/2021 10:31:25 PM","106","","YS0500303","","Yuning",0.283,100200.53782,0.328,52177.46799,0.348,187623.52791,0.543,29270.57821,0.424,231389.38455,0.698,173343.18603,0,0,0.350,183558.26325,0.425,298871.45587,0,0,0,0,0.486,27110.32290,0.493,18160.88008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K7","K7.raw","1/10/2021 10:33:13 PM","107","","YS0500303","","Yuning",0.284,170628.23669,0.378,144567.57064,0.347,124639.67068,0.486,12231.03787,0.423,220179.33043,0.507,17919.33755,0.529,15159.20864,0.350,178434.69929,0.427,404541.65709,0.556,14341.00740,0,0,0,0,0,0,0.695,14822.54361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L7","L7.raw","1/10/2021 10:35:01 PM","108","","YS0500303","","Yuning",0.284,166449.07303,0.377,40107.61413,0.347,99318.92251,0.486,21869.77867,0.423,145312.36760,0.513,21382.67476,0.556,38740.40021,0.350,140645.37459,0.425,304651.18356,0.588,103134.52847,0,0,0,0,0,0,0.654,32371.94110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M7","M7.raw","1/10/2021 10:36:49 PM","109","","YS0500303","","Yuning",0.285,117442.45328,0.329,38790.51683,0.349,159640.24676,0.476,61272.62868,0.425,118706.56054,0.536,29018.90513,0.555,169099.47118,0.350,194823.68966,0.427,188769.76308,0.696,45996.12266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N7","N7.raw","1/10/2021 10:38:37 PM","110","","YS0500303","","Yuning",0.284,183596.68651,0.328,26864.19363,0.347,133784.78810,0.379,22518.01390,0.423,323054.54434,0.396,21194.60118,0.485,17792.97401,0.350,193837.35349,0.425,546792.07350,0.543,69654.01302,0,0,0,0,0,0,0.736,152047.80845,0.884,26960.21707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O7","O7.raw","1/10/2021 10:40:25 PM","111","","YS0500303","","Yuning",0.285,144421.21475,0.330,192876.84991,0.346,231986.34693,0.377,46824.81406,0.424,40795.07607,0.475,12837.35130,0.545,14294.60534,0.352,177336.81049,0.427,73972.59193,0.697,266997.21424,0.377,19466.27143,0,0,0,0,0.747,131570.00016,0.789,16736.09214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P7","P7.raw","1/10/2021 10:42:13 PM","112","","YS0500303","","Yuning",0.285,102410.96185,0.330,13655.66860,0.348,150203.67499,0.475,9229.77372,0.423,256764.31602,0.526,7968.18342,0.560,44545.98583,0.352,169473.41001,0.427,414301.14258,0.696,23956.46378,0,0,0,0,0,0,0.791,8261.49270,0.885,99546.51191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A8","A8.raw","1/10/2021 10:44:00 PM","113","","YS0500303","","Yuning",0.283,191580.78227,0.329,282499.46530,0.347,259758.36279,0.375,32320.03614,0.425,30937.17502,0.484,22273.20813,0.523,83512.43247,0.350,180251.53431,0.427,39525.54603,0.559,165827.04811,0.377,35964.05002,0,0,0,0,0.612,24303.32975,0.696,30600.66500,0.886,146134.95502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B8","B8.raw","1/10/2021 10:45:47 PM","114","","YS0500303","","Yuning",0.282,59255.64670,0.329,211994.17101,0.346,166549.91297,0.373,21771.86554,0.426,10315.36486,0.484,7536.70917,0.544,34175.56462,0.350,140208.25398,0.425,5433.03180,0.639,81902.23087,0.377,22932.46309,0,0,0,0,0.692,19487.92554,0.884,7549.68876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C8","C8.raw","1/10/2021 10:47:35 PM","115","","YS0500303","","Yuning",0.283,69242.58612,0.302,34678.95127,0.347,203768.48283,0.329,221310.67519,0,0,0.372,16098.74662,0.394,12616.75724,0.350,181270.46397,0,0,0.524,205898.10470,0,0,0,0,0,0,0.560,22129.14215,0.696,44511.66910,0.884,70267.68474,0,0,0,0,0.377,30119.24953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D8","D8.raw","1/10/2021 10:49:23 PM","116","","YS0500303","","Yuning",0.284,58933.16667,0.329,210281.95808,0.346,166919.91179,0.372,13248.67101,0.425,9786.14620,0.398,23276.21342,0.523,45259.97702,0.350,176406.17795,0.425,5642.83858,0.559,129383.01810,0.377,25789.20580,0,0,0,0,0.695,11195.02467,0.885,46825.62012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668,4373.40708,0,0
"E8","E8.raw","1/10/2021 10:51:11 PM","117","","YS0500303","","Yuning",0.282,57238.55792,0.312,9507.49765,0.349,155596.81255,0.329,85677.46713,0,0,0.428,27385.13834,0.527,23268.42081,0.352,115122.45620,0,0,0.578,479932.60030,0,0,0,0,0,0,0.607,14729.87584,0.697,10953.43276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F8","F8.raw","1/10/2021 10:52:59 PM","118","","YS0500303","","Yuning",0.282,87082.91079,0.301,10583.59817,0.347,195632.36437,0.329,217148.39607,0,0,0.373,8570.51661,0.400,9672.39318,0.350,140647.82006,0,0,0.523,57488.72515,0,0,0,0,0,0,0.697,45159.39837,0,0,0,0,0,0,0,0,0.377,9854.31345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G8","G8.raw","1/10/2021 10:54:47 PM","119","","YS0500303","","Yuning",0.285,90480.15881,0.331,187973.91753,0.349,188300.53740,0.375,6983.56752,0.425,8535.90531,0.486,10267.86452,0.525,35789.73746,0.352,146128.84747,0.427,6443.45368,0.697,24748.58426,0.377,13952.77076,0,0,0,0,0.884,32725.35499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H8","H8.raw","1/10/2021 10:56:35 PM","120","","YS0500303","","Yuning",0.286,102960.48603,0.331,68668.36665,0.348,125985.19735,0.389,48605.26381,0,0,0.697,145852.18084,0,0,0.352,96306.50048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I8","I8.raw","1/10/2021 10:58:23 PM","121","","YS0500303","","Yuning",0.283,57369.06827,0.301,10045.69519,0.348,100044.68149,0.329,54920.18913,0.424,30589.72552,0.380,24948.90059,0.527,209432.35309,0.350,108435.01525,0.425,28001.30702,0.558,12672.60032,0,0,0.498,38467.64760,0.493,52530.52949,0.697,133498.49427,0.883,10833.29658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J8","J8.raw","1/10/2021 11:00:11 PM","122","","YS0500303","","Yuning",0.285,39359.95688,0.329,11325.70738,0.349,62680.57417,0.426,8610.12685,0,0,0.525,5215.99029,0.559,4998.53389,0.350,32567.64181,0,0,0.698,27600.56223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K8","K8.raw","1/10/2021 11:01:59 PM","123","","YS0500303","","Yuning",0.283,80664.75114,0.300,9433.04614,0.346,132119.23274,0.329,124366.69798,0,0,0.373,5244.97682,0.425,5182.31589,0.350,109650.87628,0,0,0.524,13842.43720,0,0,0,0,0,0,0.560,9935.13908,0.653,8685.25465,0.696,14570.39491,0,0,0,0,0.377,4903.98557,0,0,0,0,0,0,0.884,6677.16778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L8","L8.raw","1/10/2021 11:03:47 PM","124","","YS0500303","","Yuning",0.285,71289.25806,0.331,80716.46129,0.349,152806.29089,0.402,5309.55665,0,0,0.427,4175.03045,0.485,7769.32048,0.352,91149.10018,0,0,0.509,5175.09576,0,0,0,0,0,0,0.526,6355.18524,0.545,4243.58296,0.560,10698.78058,0,0,0,0,0,0,0,0,0,0,0,0,0.653,41312.37868,0,0,0.695,12847.71478,0.675,3965.64603,0,0,0,0,0,0,0,0
"M8","M8.raw","1/10/2021 11:05:35 PM","125","","YS0500303","","Yuning",0.283,69081.43812,0.329,51863.60346,0.348,154871.68157,0.449,5770.25640,0,0,0.480,28387.58111,0.524,12124.78108,0.350,88006.13420,0,0,0.536,8984.61515,0,0,0,0,0,0,0.554,52204.71762,0.696,54852.39074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N8","N8.raw","1/10/2021 11:07:22 PM","126","","YS0500303","","Yuning",0.282,53662.65639,0.328,107364.18438,0.346,79621.26157,0.396,59573.41280,0,0,0.432,4824.87951,0.541,18056.15097,0.350,75535.70112,0,0,0.558,15276.21910,0,0,0,0,0,0,0.655,4912.37538,0.792,4311.81710,0.885,18939.23210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O8","O8.raw","1/10/2021 11:09:10 PM","127","","YS0500303","","Yuning",0.283,57349.12063,0.330,69945.85396,0.350,72329.57925,0.374,6429.60276,0,0,0.525,42229.62472,0.698,89251.01644,0.352,60293.38267,0,0,0.793,5588.89282,0.379,6243.11868,0,0,0,0,0.886,58649.28321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P8","P8.raw","1/10/2021 11:10:58 PM","128","","YS0500303","","Yuning",0.283,65032.48686,0.331,98316.19514,0.349,94482.18557,0.375,5944.40562,0.424,46782.51439,0.526,18176.99035,0.562,44636.76616,0.352,114688.16941,0.427,97964.76823,0.698,45872.85202,0.379,5985.72755,0,0,0,0,0.793,12925.26091,0.886,99797.60363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A9","A9.raw","1/10/2021 11:12:45 PM","129","","YS0500303","","Yuning",0.283,84407.27941,0.372,51916.95497,0.347,121150.58882,0.488,23040.51035,0.424,186199.49878,0.520,18084.62323,0.556,32447.95719,0.350,165023.82400,0.427,342375.56657,0.695,18542.59849,0,0,0,0,0,0,0.791,14092.40324,0.886,93972.42151,0,0,0,0,0.668,3424.44467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B9","B9.raw","1/10/2021 11:14:32 PM","130","","YS0500303","","Yuning",0.282,104384.23145,0.377,15310.94150,0.347,146551.98271,0.487,19672.00532,0.422,296931.11247,0.518,88113.29537,0.585,534332.36202,0.350,217524.59291,0.425,535346.17306,0.694,22617.67758,0,0,0,0,0,0,0.774,22331.37384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C9","C9.raw","1/10/2021 11:16:20 PM","131","","YS0500303","","Yuning",0.282,82807.48090,0.329,83098.62051,0.346,126625.79264,0.524,8048.79064,0.423,208873.25934,0.559,30134.66412,0.696,9114.11315,0.350,169208.54725,0.427,417237.00982,0.791,11014.67522,0,0,0,0,0,0,0.885,79691.53979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D9","D9.raw","1/10/2021 11:18:08 PM","132","","YS0500303","","Yuning",0.282,90986.30192,0.377,20848.61676,0.346,123464.65118,0.489,7278.10413,0.423,280458.52547,0.521,15201.02378,0.560,10951.42036,0.350,174079.97674,0.427,515857.37606,0.604,8965.37830,0,0,0,0,0,0,0.791,6533.49574,0.884,29905.66009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E9","E9.raw","1/10/2021 11:19:55 PM","133","","YS0500303","","Yuning",0.284,101039.67718,0.329,18640.32613,0.349,197850.29093,0.399,196844.69934,0.422,124607.34609,0.517,19391.86703,0.577,806661.77778,0.350,203437.10334,0.425,224559.15476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F9","F9.raw","1/10/2021 11:21:43 PM","134","","YS0500303","","Yuning",0.282,45087.24763,0.368,7232.92621,0.347,32273.37616,0.488,4815.32109,0.424,47663.26880,0.521,6799.42207,0.556,9658.14779,0.350,36019.87181,0.425,94953.46060,0.574,5924.92819,0,0,0,0,0,0,0.697,4331.63936,0.886,6505.56240,0.915,3278.11770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G9","G9.raw","1/10/2021 11:23:30 PM","135","","YS0500303","","Yuning",0.282,71770.94352,0.368,42198.11121,0.346,68748.04651,0.523,9198.22720,0.422,136800.26862,0.558,17036.94967,0.695,10290.61672,0.350,94693.67140,0.427,266553.56456,0.884,264550.36507,0,0,0,0,0,0,0,0,0,0,0,0,0.675,3411.43170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H9","H9.raw","1/10/2021 11:25:17 PM","136","","YS0500303","","Yuning",0.283,69165.97277,0.329,13310.29159,0.347,43734.98829,0.369,57742.64093,0.423,55111.36199,0.517,4996.96450,0.558,5502.64681,0.350,62695.24604,0.425,129070.89660,0.697,90170.91714,0,0,0,0,0,0,0.880,10628.16504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I9","I9.raw","1/10/2021 11:27:05 PM","137","","YS0500303","","Yuning",0.281,30806.48078,0.528,3723.48682,0.348,21740.41025,0.558,6317.71219,0.422,15258.04592,0.676,3399.11778,0.696,8312.98134,0.350,14934.63947,0.425,23058.15971,0.791,4775.02440,0,0,0.490,4699.49668,0.493,14768.86373,0.883,18361.83466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J9","J9.raw","1/10/2021 11:28:52 PM","138","","YS0500303","","Yuning",0.283,57031.08639,0.329,22013.19749,0.348,64082.95870,0.368,84623.40324,0.424,34204.76452,0.521,10448.46535,0.652,26252.63557,0.350,68476.15711,0.425,48084.79097,0.698,60375.89205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K9","K9.raw","1/10/2021 11:30:40 PM","139","","YS0500303","","Yuning",0.284,60881.98355,0.491,3925.06710,0.347,53872.33550,0.525,8753.23151,0.423,143633.43461,0.561,4133.35249,0.653,5290.96229,0.350,74975.36228,0.427,309503.43520,0.696,4557.79261,0,0,0,0,0,0,0.864,6567.39103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L9","L9.raw","1/10/2021 11:32:27 PM","140","","YS0500303","","Yuning",0.283,36312.56763,0.374,4574.47576,0.347,26918.10211,0.489,4094.22504,0.423,18582.65071,0.520,3077.81227,0.541,4604.12057,0.350,26289.98414,0.427,43008.85787,0.557,16126.77722,0,0,0,0,0,0,0.588,24359.57498,0.691,5845.12777,0,0,0,0,0,0,0,0,0,0,0,0,0.673,3305.74200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M9","M9.raw","1/10/2021 11:34:14 PM","141","","YS0500303","","Yuning",0.282,62977.88075,0.367,23780.10423,0.347,74939.24362,0.395,5194.04184,0,0,0.411,31633.70612,0.466,104072.14355,0.350,104620.53356,0,0,0.497,9396.84494,0,0,0,0,0,0,0.515,7274.82965,0.695,21442.70424,0.884,7894.48337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N9","N9.raw","1/10/2021 11:36:01 PM","142","","YS0500303","","Yuning",0.282,110665.29522,0.377,15251.60111,0.347,113086.22313,0.489,9409.97810,0.423,304407.71032,0.520,11758.87884,0.544,39735.40519,0.350,170486.17075,0.427,551442.33950,0.737,141675.83766,0,0,0,0,0,0,0.884,36413.54412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O9","O9.raw","1/10/2021 11:37:48 PM","143","","YS0500303","","Yuning",0.284,105562.43784,0.330,154673.74933,0.347,103972.33719,0.370,112042.14350,0.424,71046.09072,0.525,24300.69064,0.560,40461.47592,0.350,147539.25835,0.427,161126.20689,0.697,168234.38648,0,0,0,0,0,0,0.887,79699.38727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
